<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
WIG_TELKOM,D,19920211,000000,93.67,93.67,93.67,93.67,17653,0
WIG_TELKOM,D,19920213,000000,91.98,91.98,91.98,91.98,54307,0
WIG_TELKOM,D,19920218,000000,92.34,92.34,92.34,92.34,18759,0
WIG_TELKOM,D,19920220,000000,93.26,93.26,93.26,93.26,99449,0
WIG_TELKOM,D,19920225,000000,94.16,94.16,94.16,94.16,33375,0
WIG_TELKOM,D,19920227,000000,92.54,92.54,92.54,92.54,70445,0
WIG_TELKOM,D,19920303,000000,94.79,94.79,94.79,94.79,86032,0
WIG_TELKOM,D,19920305,000000,95.66,95.66,95.66,95.66,45143,0
WIG_TELKOM,D,19920310,000000,95.2,95.2,95.2,95.2,73484,0
WIG_TELKOM,D,19920312,000000,95.54,95.54,95.54,95.54,46465,0
WIG_TELKOM,D,19920317,000000,92.05,92.05,92.05,92.05,83775,0
WIG_TELKOM,D,19920319,000000,93.92,93.92,93.92,93.92,79370,0
WIG_TELKOM,D,19920324,000000,93.49,93.49,93.49,93.49,83046,0
WIG_TELKOM,D,19920326,000000,91.31,91.31,91.31,91.31,281439,0
WIG_TELKOM,D,19920331,000000,88.22,88.22,88.22,88.22,55105,0
WIG_TELKOM,D,19920402,000000,87.83,87.83,87.83,87.83,253844,0
WIG_TELKOM,D,19920407,000000,85.22,85.22,85.22,85.22,26010,0
WIG_TELKOM,D,19920409,000000,84.08,84.08,84.08,84.08,162794,0
WIG_TELKOM,D,19920414,000000,84.43,84.43,84.43,84.43,114711,0
WIG_TELKOM,D,19920416,000000,83.19,83.19,83.19,83.19,119082,0
WIG_TELKOM,D,19920423,000000,83.19,83.19,83.19,83.19,271693,0
WIG_TELKOM,D,19920428,000000,79.67,79.67,79.67,79.67,416819,0
WIG_TELKOM,D,19920430,000000,77.42,77.42,77.42,77.42,348463,0
WIG_TELKOM,D,19920505,000000,76.13,76.13,76.13,76.13,213268,0
WIG_TELKOM,D,19920507,000000,76.81,76.81,76.81,76.81,186458,0
WIG_TELKOM,D,19920512,000000,78.25,78.25,78.25,78.25,262457,0
WIG_TELKOM,D,19920514,000000,77.06,77.06,77.06,77.06,266093,0
WIG_TELKOM,D,19920519,000000,74.73,74.73,74.73,74.73,205073,0
WIG_TELKOM,D,19920521,000000,74.87,74.87,74.87,74.87,152317,0
WIG_TELKOM,D,19920526,000000,73.89,73.89,73.89,73.89,226291,0
WIG_TELKOM,D,19920528,000000,74.86,74.86,74.86,74.86,227800,0
WIG_TELKOM,D,19920602,000000,74.67,74.67,74.67,74.67,283058,0
WIG_TELKOM,D,19920604,000000,72.32,72.32,72.32,72.32,294032,0
WIG_TELKOM,D,19920609,000000,70.8,70.8,70.8,70.8,243443,0
WIG_TELKOM,D,19920611,000000,68.56,68.56,68.56,68.56,121879,0
WIG_TELKOM,D,19920616,000000,67.12,67.12,67.12,67.12,158635,0
WIG_TELKOM,D,19920623,000000,63.53,63.53,63.53,63.53,218882,0
WIG_TELKOM,D,19920625,000000,66.03,66.03,66.03,66.03,137634,0
WIG_TELKOM,D,19920630,000000,72.35,72.35,72.35,72.35,131606,0
WIG_TELKOM,D,19920702,000000,79.19,79.19,79.19,79.19,12543,0
WIG_TELKOM,D,19920707,000000,86.18,86.18,86.18,86.18,514697,0
WIG_TELKOM,D,19920709,000000,87.06,87.06,87.06,87.06,401640,0
WIG_TELKOM,D,19920714,000000,83.97,83.97,83.97,83.97,339710,0
WIG_TELKOM,D,19920716,000000,85.39,85.39,85.39,85.39,312131,0
WIG_TELKOM,D,19920721,000000,83.07,83.07,83.07,83.07,376218,0
WIG_TELKOM,D,19920723,000000,85.02,85.02,85.02,85.02,531083,0
WIG_TELKOM,D,19920728,000000,84.62,84.62,84.62,84.62,543504,0
WIG_TELKOM,D,19920730,000000,84.12,84.12,84.12,84.12,477338,0
WIG_TELKOM,D,19920804,000000,81.91,81.91,81.91,81.91,353158,0
WIG_TELKOM,D,19920806,000000,81.11,81.11,81.11,81.11,260030,0
WIG_TELKOM,D,19920811,000000,81.42,81.42,81.42,81.42,293906,0
WIG_TELKOM,D,19920813,000000,81.27,81.27,81.27,81.27,196186,0
WIG_TELKOM,D,19920818,000000,80.79,80.79,80.79,80.79,223350,0
WIG_TELKOM,D,19920820,000000,80.89,80.89,80.89,80.89,283123,0
WIG_TELKOM,D,19920825,000000,81.93,81.93,81.93,81.93,316691,0
WIG_TELKOM,D,19920827,000000,85.04,85.04,85.04,85.04,517011,0
WIG_TELKOM,D,19920901,000000,83.87,83.87,83.87,83.87,405727,0
WIG_TELKOM,D,19920903,000000,83.73,83.73,83.73,83.73,293058,0
WIG_TELKOM,D,19920908,000000,82.82,82.82,82.82,82.82,368496,0
WIG_TELKOM,D,19920910,000000,82.64,82.64,82.64,82.64,393182,0
WIG_TELKOM,D,19920915,000000,85.58,85.58,85.58,85.58,428280,0
WIG_TELKOM,D,19920917,000000,87.59,87.59,87.59,87.59,403945,0
WIG_TELKOM,D,19920922,000000,87.73,87.73,87.73,87.73,518565,0
WIG_TELKOM,D,19920924,000000,88.81,88.81,88.81,88.81,466309,0
WIG_TELKOM,D,19920929,000000,91.21,91.21,91.21,91.21,550946,0
WIG_TELKOM,D,19921001,000000,93.8,93.8,93.8,93.8,377097,0
WIG_TELKOM,D,19921006,000000,93.19,93.19,93.19,93.19,477419,0
WIG_TELKOM,D,19921008,000000,90.38,90.38,90.38,90.38,434312,0
WIG_TELKOM,D,19921013,000000,87.71,87.71,87.71,87.71,497316,0
WIG_TELKOM,D,19921015,000000,89.3,89.3,89.3,89.3,447544,0
WIG_TELKOM,D,19921020,000000,93.21,93.21,93.21,93.21,587851,0
WIG_TELKOM,D,19921022,000000,95.31,95.31,95.31,95.31,451189,0
WIG_TELKOM,D,19921027,000000,96.15,96.15,96.15,96.15,924980,0
WIG_TELKOM,D,19921029,000000,94.01,94.01,94.01,94.01,630266,0
WIG_TELKOM,D,19921103,000000,92.57,92.57,92.57,92.57,576261,0
WIG_TELKOM,D,19921105,000000,94.25,94.25,94.25,94.25,357762,0
WIG_TELKOM,D,19921110,000000,94.37,94.37,94.37,94.37,373809,0
WIG_TELKOM,D,19921112,000000,94.25,94.25,94.25,94.25,212520,0
WIG_TELKOM,D,19921117,000000,95.82,95.82,95.82,95.82,340671,0
WIG_TELKOM,D,19921119,000000,96.22,96.22,96.22,96.22,258235,0
WIG_TELKOM,D,19921124,000000,94.3,94.3,94.3,94.3,378652,0
WIG_TELKOM,D,19921126,000000,96.51,96.51,96.51,96.51,379828,0
WIG_TELKOM,D,19921201,000000,101.34,101.34,101.34,101.34,329912,0
WIG_TELKOM,D,19921203,000000,105.96,105.96,105.96,105.96,603485,0
WIG_TELKOM,D,19921208,000000,107.01,107.01,107.01,107.01,481933,0
WIG_TELKOM,D,19921210,000000,107.09,107.09,107.09,107.09,437053,0
WIG_TELKOM,D,19921215,000000,106.81,106.81,106.81,106.81,558948,0
WIG_TELKOM,D,19921217,000000,105.65,105.65,105.65,105.65,380475,0
WIG_TELKOM,D,19921222,000000,104.16,104.16,104.16,104.16,485020,0
WIG_TELKOM,D,19921229,000000,104.06,104.06,104.06,104.06,344600,0
WIG_TELKOM,D,19930104,000000,103.7,103.7,103.7,103.7,179758,0
WIG_TELKOM,D,19930105,000000,104.63,104.63,104.63,104.63,334941,0
WIG_TELKOM,D,19930107,000000,105.81,105.81,105.81,105.81,292851,0
WIG_TELKOM,D,19930111,000000,107.34,107.34,107.34,107.34,304002,0
WIG_TELKOM,D,19930112,000000,108.16,108.16,108.16,108.16,242047,0
WIG_TELKOM,D,19930114,000000,107.91,107.91,107.91,107.91,394975,0
WIG_TELKOM,D,19930118,000000,108.55,108.55,108.55,108.55,342303,0
WIG_TELKOM,D,19930119,000000,108.08,108.08,108.08,108.08,194149,0
WIG_TELKOM,D,19930121,000000,107.96,107.96,107.96,107.96,366086,0
WIG_TELKOM,D,19930125,000000,106.65,106.65,106.65,106.65,305954,0
WIG_TELKOM,D,19930126,000000,105.02,105.02,105.02,105.02,226638,0
WIG_TELKOM,D,19930128,000000,105.05,105.05,105.05,105.05,344674,0
WIG_TELKOM,D,19930201,000000,105.75,105.75,105.75,105.75,234877,0
WIG_TELKOM,D,19930202,000000,105.96,105.96,105.96,105.96,255942,0
WIG_TELKOM,D,19930204,000000,105.73,105.73,105.73,105.73,359429,0
WIG_TELKOM,D,19930208,000000,105.58,105.58,105.58,105.58,313575,0
WIG_TELKOM,D,19930209,000000,105.41,105.41,105.41,105.41,171283,0
WIG_TELKOM,D,19930211,000000,105.03,105.03,105.03,105.03,267408,0
WIG_TELKOM,D,19930215,000000,105.34,105.34,105.34,105.34,153435,0
WIG_TELKOM,D,19930216,000000,106.05,106.05,106.05,106.05,196010,0
WIG_TELKOM,D,19930218,000000,104.75,104.75,104.75,104.75,357388,0
WIG_TELKOM,D,19930222,000000,105.24,105.24,105.24,105.24,279090,0
WIG_TELKOM,D,19930223,000000,106.66,106.66,106.66,106.66,215467,0
WIG_TELKOM,D,19930225,000000,108.3,108.3,108.3,108.3,245699,0
WIG_TELKOM,D,19930301,000000,110.08,110.08,110.08,110.08,277759,0
WIG_TELKOM,D,19930302,000000,113.43,113.43,113.43,113.43,195867,0
WIG_TELKOM,D,19930304,000000,116.56,116.56,116.56,116.56,471268,0
WIG_TELKOM,D,19930308,000000,120.08,120.08,120.08,120.08,693751,0
WIG_TELKOM,D,19930309,000000,124.07,124.07,124.07,124.07,525729,0
WIG_TELKOM,D,19930311,000000,126.87,126.87,126.87,126.87,728680,0
WIG_TELKOM,D,19930315,000000,123.09,123.09,123.09,123.09,569062,0
WIG_TELKOM,D,19930316,000000,122.36,122.36,122.36,122.36,263381,0
WIG_TELKOM,D,19930318,000000,124.5,124.5,124.5,124.5,165337,0
WIG_TELKOM,D,19930322,000000,126.25,126.25,126.25,126.25,788604,0
WIG_TELKOM,D,19930323,000000,125.48,125.48,125.48,125.48,486536,0
WIG_TELKOM,D,19930325,000000,127.92,127.92,127.92,127.92,496478,0
WIG_TELKOM,D,19930329,000000,129.94,129.94,129.94,129.94,366093,0
WIG_TELKOM,D,19930330,000000,130.29,130.29,130.29,130.29,265930,0
WIG_TELKOM,D,19930401,000000,129.32,129.32,129.32,129.32,307339,0
WIG_TELKOM,D,19930405,000000,130.06,130.06,130.06,130.06,251011,0
WIG_TELKOM,D,19930406,000000,131.07,131.07,131.07,131.07,298464,0
WIG_TELKOM,D,19930408,000000,135.01,135.01,135.01,135.01,629512,0
WIG_TELKOM,D,19930413,000000,142.74,142.74,142.74,142.74,615742,0
WIG_TELKOM,D,19930415,000000,153.17,153.17,153.17,153.17,855650,0
WIG_TELKOM,D,19930419,000000,164.16,164.16,164.16,164.16,724322,0
WIG_TELKOM,D,19930420,000000,177.41,177.41,177.41,177.41,722171,0
WIG_TELKOM,D,19930422,000000,193.88,193.88,193.88,193.88,1433233,0
WIG_TELKOM,D,19930426,000000,195.03,195.03,195.03,195.03,1366206,0
WIG_TELKOM,D,19930427,000000,188.67,188.67,188.67,188.67,712973,0
WIG_TELKOM,D,19930429,000000,183.74,183.74,183.74,183.74,904932,0
WIG_TELKOM,D,19930504,000000,189.49,189.49,189.49,189.49,608636,0
WIG_TELKOM,D,19930506,000000,202.76,202.76,202.76,202.76,732453,0
WIG_TELKOM,D,19930510,000000,222.65,222.65,222.65,222.65,450885,0
WIG_TELKOM,D,19930511,000000,244.62,244.62,244.62,244.62,722442,0
WIG_TELKOM,D,19930513,000000,256.35,256.35,256.35,256.35,1432505,0
WIG_TELKOM,D,19930517,000000,254.15,254.15,254.15,254.15,1385126,0
WIG_TELKOM,D,19930518,000000,274.87,274.87,274.87,274.87,1015135,0
WIG_TELKOM,D,19930520,000000,300.28,300.28,300.28,300.28,1517805,0
WIG_TELKOM,D,19930524,000000,320.39,320.39,320.39,320.39,787635,0
WIG_TELKOM,D,19930525,000000,346.3,346.3,346.3,346.3,551210,0
WIG_TELKOM,D,19930527,000000,367.38,367.38,367.38,367.38,1147457,0
WIG_TELKOM,D,19930531,000000,378.37,378.37,378.37,378.37,1373690,0
WIG_TELKOM,D,19930601,000000,370.99,370.99,370.99,370.99,1116274,0
WIG_TELKOM,D,19930603,000000,335.37,335.37,335.37,335.37,1219968,0
WIG_TELKOM,D,19930607,000000,303.39,303.39,303.39,303.39,576028,0
WIG_TELKOM,D,19930608,000000,273.99,273.99,273.99,273.99,627839,0
WIG_TELKOM,D,19930609,000000,263.76,263.76,263.76,263.76,1376467,0
WIG_TELKOM,D,19930614,000000,289.07,289.07,289.07,289.07,302557,0
WIG_TELKOM,D,19930615,000000,317.1,317.1,317.1,317.1,379537,0
WIG_TELKOM,D,19930617,000000,332.3,332.3,332.3,332.3,2683937,0
WIG_TELKOM,D,19930621,000000,321.4,321.4,321.4,321.4,1190601,0
WIG_TELKOM,D,19930622,000000,330.9,330.9,330.9,330.9,1020508,0
WIG_TELKOM,D,19930624,000000,340,340,340,340,1729185,0
WIG_TELKOM,D,19930628,000000,344.85,344.85,344.85,344.85,1279185,0
WIG_TELKOM,D,19930629,000000,350.41,350.41,350.41,350.41,972309,0
WIG_TELKOM,D,19930701,000000,367.75,367.75,367.75,367.75,1727071,0
WIG_TELKOM,D,19930705,000000,400.5,400.5,400.5,400.5,1517001,0
WIG_TELKOM,D,19930706,000000,413.86,413.86,413.86,413.86,1556134,0
WIG_TELKOM,D,19930708,000000,388.52,388.52,388.52,388.52,1525251,0
WIG_TELKOM,D,19930712,000000,411.11,411.11,411.11,411.11,840041,0
WIG_TELKOM,D,19930713,000000,416.42,416.42,416.42,416.42,1000835,0
WIG_TELKOM,D,19930715,000000,409.3,409.3,409.3,409.3,1057902,0
WIG_TELKOM,D,19930719,000000,414.67,414.67,414.67,414.67,1623599,0
WIG_TELKOM,D,19930720,000000,423.71,423.71,423.71,423.71,1455997,0
WIG_TELKOM,D,19930722,000000,419.37,419.37,419.37,419.37,1015676,0
WIG_TELKOM,D,19930726,000000,421.27,421.27,421.27,421.27,748414,0
WIG_TELKOM,D,19930727,000000,421.43,421.43,421.43,421.43,652132,0
WIG_TELKOM,D,19930729,000000,419.51,419.51,419.51,419.51,1400356,0
WIG_TELKOM,D,19930802,000000,422.75,422.75,422.75,422.75,990183,0
WIG_TELKOM,D,19930803,000000,424.25,424.25,424.25,424.25,849961,0
WIG_TELKOM,D,19930805,000000,445.1,445.1,445.1,445.1,1715486,0
WIG_TELKOM,D,19930809,000000,486.46,486.46,486.46,486.46,1687306,0
WIG_TELKOM,D,19930810,000000,524.88,524.88,524.88,524.88,1095024,0
WIG_TELKOM,D,19930812,000000,525.15,525.15,525.15,525.15,2485295,0
WIG_TELKOM,D,19930816,000000,549.22,549.22,549.22,549.22,1713908,0
WIG_TELKOM,D,19930817,000000,586.91,586.91,586.91,586.91,1761639,0
WIG_TELKOM,D,19930819,000000,600.51,600.51,600.51,600.51,1589428,0
WIG_TELKOM,D,19930823,000000,639.05,639.05,639.05,639.05,676406,0
WIG_TELKOM,D,19930824,000000,700.09,700.09,700.09,700.09,888014,0
WIG_TELKOM,D,19930826,000000,747.4,747.4,747.4,747.4,1990517,0
WIG_TELKOM,D,19930830,000000,697.06,697.06,697.06,697.06,2132003,0
WIG_TELKOM,D,19930831,000000,630.78,630.78,630.78,630.78,2014786,0
WIG_TELKOM,D,19930902,000000,689.36,689.36,689.36,689.36,1315074,0
WIG_TELKOM,D,19930906,000000,756.09,756.09,756.09,756.09,1952001,0
WIG_TELKOM,D,19930907,000000,714.12,714.12,714.12,714.12,2414202,0
WIG_TELKOM,D,19930909,000000,675.95,675.95,675.95,675.95,2148400,0
WIG_TELKOM,D,19930913,000000,676.42,676.42,676.42,676.42,1415480,0
WIG_TELKOM,D,19930914,000000,683.35,683.35,683.35,683.35,1077406,0
WIG_TELKOM,D,19930916,000000,705.49,705.49,705.49,705.49,1388853,0
WIG_TELKOM,D,19930920,000000,661.15,661.15,661.15,661.15,1450537,0
WIG_TELKOM,D,19930921,000000,618.92,618.92,618.92,618.92,980058,0
WIG_TELKOM,D,19930923,000000,589.28,589.28,589.28,589.28,1103138,0
WIG_TELKOM,D,19930927,000000,584.76,584.76,584.76,584.76,1047134,0
WIG_TELKOM,D,19930928,000000,611.89,611.89,611.89,611.89,1394349,0
WIG_TELKOM,D,19930930,000000,630.22,630.22,630.22,630.22,1259104,0
WIG_TELKOM,D,19931004,000000,654.16,654.16,654.16,654.16,2046577,0
WIG_TELKOM,D,19931005,000000,677.1,677.1,677.1,677.1,1797341,0
WIG_TELKOM,D,19931007,000000,683.09,683.09,683.09,683.09,2116133,0
WIG_TELKOM,D,19931011,000000,716.44,716.44,716.44,716.44,1824344,0
WIG_TELKOM,D,19931012,000000,758.43,758.43,758.43,758.43,1783028,0
WIG_TELKOM,D,19931014,000000,774.06,774.06,774.06,774.06,2356744,0
WIG_TELKOM,D,19931018,000000,810.94,810.94,810.94,810.94,1788182,0
WIG_TELKOM,D,19931019,000000,805.34,805.34,805.34,805.34,1272651,0
WIG_TELKOM,D,19931021,000000,784.53,784.53,784.53,784.53,1795920,0
WIG_TELKOM,D,19931026,000000,774.01,774.01,774.01,774.01,1868319,0
WIG_TELKOM,D,19931028,000000,797.45,797.45,797.45,797.45,1387116,0
WIG_TELKOM,D,19931102,000000,818.98,818.98,818.98,818.98,1408637,0
WIG_TELKOM,D,19931104,000000,834.14,834.14,834.14,834.14,1578405,0
WIG_TELKOM,D,19931108,000000,824.85,824.85,824.85,824.85,1880077,0
WIG_TELKOM,D,19931109,000000,812.1,812.1,812.1,812.1,1621838,0
WIG_TELKOM,D,19931110,000000,846.06,846.06,846.06,846.06,1094206,0
WIG_TELKOM,D,19931115,000000,897,897,897,897,1942831,0
WIG_TELKOM,D,19931116,000000,914.72,914.72,914.72,914.72,1683511,0
WIG_TELKOM,D,19931118,000000,860.98,860.98,860.98,860.98,1506827,0
WIG_TELKOM,D,19931122,000000,825.11,825.11,825.11,825.11,1630657,0
WIG_TELKOM,D,19931123,000000,868,868,868,868,1025721,0
WIG_TELKOM,D,19931125,000000,890.23,890.23,890.23,890.23,1647014,0
WIG_TELKOM,D,19931129,000000,882.15,882.15,882.15,882.15,1187171,0
WIG_TELKOM,D,19931130,000000,886.72,886.72,886.72,886.72,1052777,0
WIG_TELKOM,D,19931202,000000,917.24,917.24,917.24,917.24,1218338,0
WIG_TELKOM,D,19931206,000000,958.53,958.53,958.53,958.53,1634996,0
WIG_TELKOM,D,19931207,000000,976.45,976.45,976.45,976.45,1512539,0
WIG_TELKOM,D,19931209,000000,974.22,974.22,974.22,974.22,1405523,0
WIG_TELKOM,D,19931213,000000,1027.38,1027.38,1027.38,1027.38,1406242,0
WIG_TELKOM,D,19931214,000000,1041.4,1041.4,1041.4,1041.4,1106029,0
WIG_TELKOM,D,19931216,000000,1067.7,1067.7,1067.7,1067.7,1249783,0
WIG_TELKOM,D,19931220,000000,1092.1,1092.1,1092.1,1092.1,1724345,0
WIG_TELKOM,D,19931221,000000,1135.46,1135.46,1135.46,1135.46,1224230,0
WIG_TELKOM,D,19931223,000000,1210.62,1210.62,1210.62,1210.62,1842761,0
WIG_TELKOM,D,19931227,000000,1281.81,1281.81,1281.81,1281.81,1798016,0
WIG_TELKOM,D,19931228,000000,1176,1176,1176,1176,1393188,0
WIG_TELKOM,D,19931230,000000,1243.9,1243.9,1243.9,1243.9,1980717,0
WIG_TELKOM,D,19940103,000000,1304.48,1304.48,1304.48,1304.48,1501425,0
WIG_TELKOM,D,19940104,000000,1334.55,1334.55,1334.55,1334.55,2147921,0
WIG_TELKOM,D,19940106,000000,1323.3,1323.3,1323.3,1323.3,2528570,0
WIG_TELKOM,D,19940110,000000,1331.08,1331.08,1331.08,1331.08,2007671,0
WIG_TELKOM,D,19940111,000000,1355.8,1355.8,1355.8,1355.8,1551981,0
WIG_TELKOM,D,19940113,000000,1411.75,1411.75,1411.75,1411.75,2762792,0
WIG_TELKOM,D,19940117,000000,1462.51,1462.51,1462.51,1462.51,3036604,0
WIG_TELKOM,D,19940118,000000,1508.1,1508.1,1508.1,1508.1,2290343,0
WIG_TELKOM,D,19940120,000000,1542.08,1542.08,1542.08,1542.08,3117855,0
WIG_TELKOM,D,19940124,000000,1584.63,1584.63,1584.63,1584.63,2075145,0
WIG_TELKOM,D,19940125,000000,1680.8,1680.8,1680.8,1680.8,1590153,0
WIG_TELKOM,D,19940127,000000,1821.8,1821.8,1821.8,1821.8,2866572,0
WIG_TELKOM,D,19940131,000000,1688.1,1688.1,1688.1,1688.1,3983924,0
WIG_TELKOM,D,19940201,000000,1522.7,1522.7,1522.7,1522.7,1156435,0
WIG_TELKOM,D,19940203,000000,1487.1,1487.1,1487.1,1487.1,2722188,0
WIG_TELKOM,D,19940207,000000,1613.7,1613.7,1613.7,1613.7,1812117,0
WIG_TELKOM,D,19940208,000000,1681.7,1681.7,1681.7,1681.7,2470260,0
WIG_TELKOM,D,19940210,000000,1730,1730,1730,1730,2675369,0
WIG_TELKOM,D,19940214,000000,1805.9,1805.9,1805.9,1805.9,2123504,0
WIG_TELKOM,D,19940215,000000,1879.9,1879.9,1879.9,1879.9,2022448,0
WIG_TELKOM,D,19940217,000000,1905.9,1905.9,1905.9,1905.9,2718734,0
WIG_TELKOM,D,19940221,000000,1935.8,1935.8,1935.8,1935.8,2260075,0
WIG_TELKOM,D,19940222,000000,1964.1,1964.1,1964.1,1964.1,1500578,0
WIG_TELKOM,D,19940224,000000,1980.22,1980.22,1980.22,1980.22,2413473,0
WIG_TELKOM,D,19940228,000000,2019.6,2019.6,2019.6,2019.6,1511554,0
WIG_TELKOM,D,19940301,000000,2027.5,2027.5,2027.5,2027.5,1316724,0
WIG_TELKOM,D,19940303,000000,1999.69,1999.69,1999.69,1999.69,1644180,0
WIG_TELKOM,D,19940307,000000,2036,2036,2036,2036,1493578,0
WIG_TELKOM,D,19940308,000000,2076,2076,2076,2076,1205408,0
WIG_TELKOM,D,19940310,000000,2062.3,2062.3,2062.3,2062.3,1810228,0
WIG_TELKOM,D,19940314,000000,2045.7,2045.7,2045.7,2045.7,1323156,0
WIG_TELKOM,D,19940315,000000,2071,2071,2071,2071,1020687,0
WIG_TELKOM,D,19940317,000000,2019.1,2019.1,2019.1,2019.1,1535760,0
WIG_TELKOM,D,19940321,000000,1841.4,1841.4,1841.4,1841.4,1002269,0
WIG_TELKOM,D,19940322,000000,1723.6,1723.6,1723.6,1723.6,1241774,0
WIG_TELKOM,D,19940324,000000,1851.9,1851.9,1851.9,1851.9,1608120,0
WIG_TELKOM,D,19940328,000000,1764.6,1764.6,1764.6,1764.6,1546439,0
WIG_TELKOM,D,19940329,000000,1604.7,1604.7,1604.7,1604.7,684663,0
WIG_TELKOM,D,19940331,000000,1453.6,1453.6,1453.6,1453.6,992686,0
WIG_TELKOM,D,19940405,000000,1378.5,1378.5,1378.5,1378.5,1728603,0
WIG_TELKOM,D,19940407,000000,1401.4,1401.4,1401.4,1401.4,1514171,0
WIG_TELKOM,D,19940408,000000,1339.6,1339.6,1339.6,1339.6,1149849,0
WIG_TELKOM,D,19940411,000000,1195.9,1195.9,1195.9,1195.9,263232,0
WIG_TELKOM,D,19940412,000000,1070.1,1070.1,1070.1,1070.1,172525,0
WIG_TELKOM,D,19940414,000000,998.04,998.04,998.04,998.04,667099,0
WIG_TELKOM,D,19940418,000000,1049.8,1049.8,1049.8,1049.8,1292502,0
WIG_TELKOM,D,19940419,000000,1129.89,1129.89,1129.89,1129.89,1569329,0
WIG_TELKOM,D,19940421,000000,1309.9,1309.9,1309.9,1309.9,1534539,0
WIG_TELKOM,D,19940425,000000,1355.7,1355.7,1355.7,1355.7,2692902,0
WIG_TELKOM,D,19940426,000000,1222.1,1222.1,1222.1,1222.1,142651,0
WIG_TELKOM,D,19940428,000000,1102,1102,1102,1102,144894,0
